[2025-09-05 08:15:09,993][midst_toolkit][INFO] - Running data processing pipeline...
[2025-09-05 08:15:10,709][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_black_box/train/tabsyn_30/train_with_id.csv
[2025-09-05 08:15:10,806][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_1/train_with_id.csv
[2025-09-05 08:15:10,812][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_2/train_with_id.csv
[2025-09-05 08:15:10,820][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_3/train_with_id.csv
[2025-09-05 08:15:10,827][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_4/train_with_id.csv
[2025-09-05 08:15:10,835][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_5/train_with_id.csv
[2025-09-05 08:15:10,842][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_6/train_with_id.csv
[2025-09-05 08:15:10,850][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_7/train_with_id.csv
[2025-09-05 08:15:10,861][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_8/train_with_id.csv
[2025-09-05 08:15:10,869][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_9/train_with_id.csv
[2025-09-05 08:15:10,878][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_10/train_with_id.csv
[2025-09-05 08:15:10,886][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_11/train_with_id.csv
[2025-09-05 08:15:10,894][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_12/train_with_id.csv
[2025-09-05 08:15:10,903][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_13/train_with_id.csv
[2025-09-05 08:15:10,911][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_14/train_with_id.csv
[2025-09-05 08:15:10,920][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_15/train_with_id.csv
[2025-09-05 08:15:10,929][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_16/train_with_id.csv
[2025-09-05 08:15:10,939][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_17/train_with_id.csv
[2025-09-05 08:15:10,949][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_18/train_with_id.csv
[2025-09-05 08:15:10,959][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_19/train_with_id.csv
[2025-09-05 08:15:10,967][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_20/train_with_id.csv
[2025-09-05 08:15:10,982][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_21/train_with_id.csv
[2025-09-05 08:15:10,992][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_22/train_with_id.csv
[2025-09-05 08:15:11,002][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_23/train_with_id.csv
[2025-09-05 08:15:11,014][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_24/train_with_id.csv
[2025-09-05 08:15:11,025][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_25/train_with_id.csv
[2025-09-05 08:15:11,037][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_26/train_with_id.csv
[2025-09-05 08:15:11,047][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_27/train_with_id.csv
[2025-09-05 08:15:11,057][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_28/train_with_id.csv
[2025-09-05 08:15:11,067][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_29/train_with_id.csv
[2025-09-05 08:15:11,078][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabddpm_white_box/train/tabddpm_30/train_with_id.csv
[2025-09-05 08:15:11,177][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_1/train_with_id.csv
[2025-09-05 08:15:11,184][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_2/train_with_id.csv
[2025-09-05 08:15:11,191][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_3/train_with_id.csv
[2025-09-05 08:15:11,199][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_4/train_with_id.csv
[2025-09-05 08:15:11,206][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_5/train_with_id.csv
[2025-09-05 08:15:11,213][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_6/train_with_id.csv
[2025-09-05 08:15:11,221][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_7/train_with_id.csv
[2025-09-05 08:15:11,229][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_8/train_with_id.csv
[2025-09-05 08:15:11,238][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_9/train_with_id.csv
[2025-09-05 08:15:11,245][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_10/train_with_id.csv
[2025-09-05 08:15:11,283][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_11/train_with_id.csv
[2025-09-05 08:15:11,299][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_12/train_with_id.csv
[2025-09-05 08:15:11,308][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_13/train_with_id.csv
[2025-09-05 08:15:11,317][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_14/train_with_id.csv
[2025-09-05 08:15:11,326][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_15/train_with_id.csv
[2025-09-05 08:15:11,335][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_16/train_with_id.csv
[2025-09-05 08:15:11,345][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_17/train_with_id.csv
[2025-09-05 08:15:11,354][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_18/train_with_id.csv
[2025-09-05 08:15:11,362][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_19/train_with_id.csv
[2025-09-05 08:15:11,372][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_20/train_with_id.csv
[2025-09-05 08:15:11,382][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_21/train_with_id.csv
[2025-09-05 08:15:11,392][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_22/train_with_id.csv
[2025-09-05 08:15:11,403][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_23/train_with_id.csv
[2025-09-05 08:15:11,414][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_24/train_with_id.csv
[2025-09-05 08:15:11,425][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_25/train_with_id.csv
[2025-09-05 08:15:11,436][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_26/train_with_id.csv
[2025-09-05 08:15:11,446][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_27/train_with_id.csv
[2025-09-05 08:15:11,457][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_28/train_with_id.csv
[2025-09-05 08:15:11,468][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_29/train_with_id.csv
[2025-09-05 08:15:11,480][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/tabsyn_white_box/train/tabsyn_30/train_with_id.csv
[2025-09-05 08:15:11,577][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_1/trans.csv
[2025-09-05 08:15:11,583][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_2/trans.csv
[2025-09-05 08:15:11,590][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_3/trans.csv
[2025-09-05 08:15:11,597][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_4/trans.csv
[2025-09-05 08:15:11,604][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_5/trans.csv
[2025-09-05 08:15:11,612][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_6/trans.csv
[2025-09-05 08:15:11,620][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_7/trans.csv
[2025-09-05 08:15:11,627][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_8/trans.csv
[2025-09-05 08:15:11,635][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_9/trans.csv
[2025-09-05 08:15:11,643][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_10/trans.csv
[2025-09-05 08:15:11,652][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_11/trans.csv
[2025-09-05 08:15:11,660][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_12/trans.csv
[2025-09-05 08:15:11,668][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_13/trans.csv
[2025-09-05 08:15:11,677][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_14/trans.csv
[2025-09-05 08:15:11,686][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_15/trans.csv
[2025-09-05 08:15:11,696][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_16/trans.csv
[2025-09-05 08:15:11,705][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_17/trans.csv
[2025-09-05 08:15:11,715][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_18/trans.csv
[2025-09-05 08:15:11,725][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_19/trans.csv
[2025-09-05 08:15:11,734][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_20/trans.csv
[2025-09-05 08:15:11,746][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_21/trans.csv
[2025-09-05 08:15:11,758][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_22/trans.csv
[2025-09-05 08:15:11,768][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_23/trans.csv
[2025-09-05 08:15:11,778][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_24/trans.csv
[2025-09-05 08:15:11,790][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_25/trans.csv
[2025-09-05 08:15:11,803][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_26/trans.csv
[2025-09-05 08:15:11,814][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_27/trans.csv
[2025-09-05 08:15:11,825][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_28/trans.csv
[2025-09-05 08:15:11,834][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_29/trans.csv
[2025-09-05 08:15:11,845][midst_toolkit][INFO] - DataFrame loaded from examples/ensemble_attack_example/data/midst_data_all_attacks/clavaddpm_black_box/train/clavaddpm_30/trans.csv
